line,time,score,numBroken,brokenInvariants,brokenSensors
=>511,30720000.000,0.000000,0,"[]","[]"
=>512,30780000.000,0.000000,0,"[]","[]"
=>513,30840000.000,0.000000,0,"[]","[]"
=>514,30900000.000,0.000000,0,"[]","[]"
=>515,30960000.000,0.000000,0,"[]","[]"
=>516,31020000.000,0.000000,0,"[]","[]"
=>517,31080000.000,0.000000,0,"[]","[]"
=>518,31140000.000,0.000000,0,"[]","[]"
=>519,31200000.000,0.000000,0,"[]","[]"
=>520,31260000.000,0.000000,0,"[]","[]"
=>521,31320000.000,0.000000,0,"[]","[]"
=>522,31380000.000,0.000000,0,"[]","[]"
=>523,31440000.000,0.000000,0,"[]","[]"
=>524,31500000.000,0.000000,0,"[]","[]"
=>525,31560000.000,0.000000,0,"[]","[]"
=>526,31620000.000,0.000000,0,"[]","[]"
=>527,31680000.000,0.000000,0,"[]","[]"
=>528,31740000.000,0.000000,0,"[]","[]"
=>529,31800000.000,0.000000,0,"[]","[]"
=>530,31860000.000,0.000000,0,"[]","[]"
=>531,31920000.000,0.000000,0,"[]","[]"
=>532,31980000.000,0.000000,0,"[]","[]"
=>533,32040000.000,0.000000,0,"[]","[]"
=>534,32100000.000,0.000000,0,"[]","[]"
=>535,32160000.000,0.000000,0,"[]","[]"
=>536,32220000.000,0.000000,0,"[]","[]"
=>537,32280000.000,0.000000,0,"[]","[]"
=>538,32340000.000,0.000000,0,"[]","[]"
=>539,32400000.000,0.000000,0,"[]","[]"
=>540,32460000.000,0.000000,0,"[]","[]"
=>541,32520000.000,0.000000,0,"[]","[]"
=>542,32580000.000,0.000000,0,"[]","[]"
=>543,32640000.000,0.000000,0,"[]","[]"
=>544,32700000.000,0.000000,0,"[]","[]"
=>545,32760000.000,0.000000,0,"[]","[]"
=>546,32820000.000,0.000000,0,"[]","[]"
=>547,32880000.000,0.000000,0,"[]","[]"
=>548,32940000.000,0.000000,0,"[]","[]"
=>549,33000000.000,0.000000,0,"[]","[]"
=>550,33060000.000,0.000000,0,"[]","[]"
